"S11 Log Mag"
"Frequency (Hz)","dB",
3857000000, -1.195415e+001,
3858000000, -1.194134e+001,
3859000000, -1.192654e+001,
3860000000, -1.191036e+001,
3861000000, -1.188618e+001,
3862000000, -1.186395e+001,
3863000000, -1.184529e+001,
3864000000, -1.182318e+001,
3865000000, -1.180316e+001,
3866000000, -1.179220e+001,
3867000000, -1.177475e+001,
3868000000, -1.176552e+001,
3869000000, -1.176557e+001,
3870000000, -1.175442e+001,
3871000000, -1.174855e+001,
3872000000, -1.174556e+001,
3873000000, -1.174093e+001,
3874000000, -1.173475e+001,
3875000000, -1.173546e+001,
3876000000, -1.172949e+001,
3877000000, -1.172943e+001,
3878000000, -1.172582e+001,
3879000000, -1.172284e+001,
3880000000, -1.172392e+001,
3881000000, -1.171806e+001,
3882000000, -1.171978e+001,
3883000000, -1.172300e+001,
3884000000, -1.172612e+001,
3885000000, -1.173027e+001,
3886000000, -1.174059e+001,
3887000000, -1.175217e+001,
3888000000, -1.176551e+001,
3889000000, -1.178453e+001,
3890000000, -1.179366e+001,
3891000000, -1.180557e+001,
3892000000, -1.181585e+001,
3893000000, -1.181975e+001,
3894000000, -1.181698e+001,
3895000000, -1.181794e+001,
3896000000, -1.181333e+001,
3897000000, -1.180381e+001,
3898000000, -1.179777e+001,
3899000000, -1.179335e+001,
3900000000, -1.179575e+001,
3901000000, -1.178990e+001,
3902000000, -1.178585e+001,
3903000000, -1.178699e+001,
3904000000, -1.179013e+001,
3905000000, -1.179350e+001,
3906000000, -1.179822e+001,
3907000000, -1.181023e+001,
3908000000, -1.182302e+001,
3909000000, -1.183477e+001,
3910000000, -1.184925e+001,
3911000000, -1.186144e+001,
3912000000, -1.187108e+001,
3913000000, -1.187801e+001,
3914000000, -1.188223e+001,
3915000000, -1.188648e+001,
3916000000, -1.189029e+001,
3917000000, -1.188853e+001,
3918000000, -1.188338e+001,
3919000000, -1.187290e+001,
3920000000, -1.186042e+001,
3921000000, -1.184936e+001,
3922000000, -1.182650e+001,
3923000000, -1.181171e+001,
