"S11 Log Mag"
"Frequency (Hz)","dB",
3379000000, -1.612504e+000,
3380000000, -1.615583e+000,
3381000000, -1.616915e+000,
3382000000, -1.613489e+000,
3383000000, -1.613662e+000,
3384000000, -1.614573e+000,
3385000000, -1.615026e+000,
3386000000, -1.613653e+000,
3387000000, -1.615152e+000,
3388000000, -1.615159e+000,
3389000000, -1.615734e+000,
3390000000, -1.615431e+000,
3391000000, -1.618408e+000,
3392000000, -1.623460e+000,
3393000000, -1.630318e+000,
3394000000, -1.629405e+000,
3395000000, -1.635787e+000,
3396000000, -1.645805e+000,
3397000000, -1.647257e+000,
3398000000, -1.657598e+000,
3399000000, -1.661567e+000,
3400000000, -1.666720e+000,
3401000000, -1.673825e+000,
3402000000, -1.685868e+000,
3403000000, -1.694558e+000,
3404000000, -1.698986e+000,
3405000000, -1.698225e+000,
3406000000, -1.703511e+000,
3407000000, -1.710848e+000,
3408000000, -1.716233e+000,
3409000000, -1.717151e+000,
3410000000, -1.721500e+000,
3411000000, -1.728080e+000,
3412000000, -1.729212e+000,
3413000000, -1.733636e+000,
3414000000, -1.738300e+000,
3415000000, -1.740172e+000,
3416000000, -1.746987e+000,
3417000000, -1.749644e+000,
3418000000, -1.755622e+000,
3419000000, -1.761396e+000,
3420000000, -1.764583e+000,
3421000000, -1.770636e+000,
3422000000, -1.777131e+000,
3423000000, -1.784948e+000,
3424000000, -1.786824e+000,
3425000000, -1.789323e+000,
3426000000, -1.796911e+000,
3427000000, -1.793814e+000,
3428000000, -1.795941e+000,
3429000000, -1.792372e+000,
3430000000, -1.796518e+000,
3431000000, -1.793897e+000,
3432000000, -1.790293e+000,
3433000000, -1.795056e+000,
3434000000, -1.796622e+000,
3435000000, -1.795910e+000,
3436000000, -1.791623e+000,
3437000000, -1.794860e+000,
3438000000, -1.792379e+000,
3439000000, -1.796307e+000,
3440000000, -1.794296e+000,
3441000000, -1.794332e+000,
3442000000, -1.796618e+000,
3443000000, -1.802551e+000,
3444000000, -1.806239e+000,
3445000000, -1.810918e+000,
3446000000, -1.812924e+000,
3447000000, -1.817656e+000,
3448000000, -1.821528e+000,
3449000000, -1.826566e+000,
3450000000, -1.834060e+000,
3451000000, -1.836220e+000,
3452000000, -1.843222e+000,
3453000000, -1.845990e+000,
3454000000, -1.850650e+000,
3455000000, -1.852258e+000,
3456000000, -1.854825e+000,
3457000000, -1.854222e+000,
3458000000, -1.854856e+000,
3459000000, -1.858148e+000,
3460000000, -1.859254e+000,
3461000000, -1.860119e+000,
3462000000, -1.853584e+000,
3463000000, -1.858415e+000,
3464000000, -1.858117e+000,
3465000000, -1.865451e+000,
3466000000, -1.866719e+000,
3467000000, -1.876430e+000,
3468000000, -1.878576e+000,
3469000000, -1.889004e+000,
3470000000, -1.897713e+000,
3471000000, -1.898003e+000,
3472000000, -1.908278e+000,
3473000000, -1.916697e+000,
3474000000, -1.921334e+000,
3475000000, -1.927782e+000,
3476000000, -1.931246e+000,
3477000000, -1.936998e+000,
3478000000, -1.943252e+000,
3479000000, -1.945934e+000,
3480000000, -1.952453e+000,
3481000000, -1.954474e+000,
3482000000, -1.960747e+000,
3483000000, -1.963490e+000,
3484000000, -1.965811e+000,
3485000000, -1.964034e+000,
3486000000, -1.966293e+000,
3487000000, -1.969857e+000,
3488000000, -1.975592e+000,
3489000000, -1.969575e+000,
3490000000, -1.972606e+000,
3491000000, -1.977717e+000,
3492000000, -1.976849e+000,
3493000000, -1.981248e+000,
3494000000, -1.975226e+000,
3495000000, -1.979104e+000,
3496000000, -1.982647e+000,
3497000000, -1.984120e+000,
3498000000, -1.984997e+000,
3499000000, -1.993008e+000,
3500000000, -1.994454e+000,
3501000000, -2.001673e+000,
3502000000, -2.006184e+000,
3503000000, -2.013155e+000,
3504000000, -2.019551e+000,
3505000000, -2.025190e+000,
3506000000, -2.030619e+000,
3507000000, -2.036976e+000,
3508000000, -2.042840e+000,
3509000000, -2.048119e+000,
3510000000, -2.052985e+000,
